id,reference
10001,29.2
10002,37.6
10003,20.3
10004,69.1
10005,58.3
10006,53.2
10007,52.9
10008,58.3
10009,44.9
10010,84.5
10011,57.6
10012,44.6
10013,39.7
10014,65.2
10015,31.4
10016,56.8
10017,26.2
10018,72.2
10019,36.5
10020,55.1
10021,84.8
10022,78.8
10023,52.5
10024,26.1
10025,67.4
10026,48.2
10027,62.2
10028,31.1
10029,87.8
10030,39.2
10031,73.6
10032,31.3
10033,34.9
10034,63.7
10035,65.8
10036,48.0
10037,17.9
10038,32.9
10039,36.4
10040,68.9
10041,56.3
10042,31.6
10043,87.1
10044,32.7
10045,42.4
10046,35.0
10047,41.4
10048,76.7
10049,61.8
10050,27.6
10051,24.2
10052,76.7
10053,55.9
10054,82.9
10055,67.1
10056,44.0
10057,30.2
10058,66.6
10059,46.9
10060,52.7
10061,31.8
10062,17.6
10063,54.1
10064,7.9
10065,47.0
10066,31.7
10067,58.7
10068,77.7
10069,82.3
10070,22.5
10071,24.2
10072,28.8
10073,35.6
10074,56.0
10075,48.3
10076,35.8
10077,65.6
10078,27.9
10079,74.4
10080,39.3
10081,11.1
10082,24.2
10083,33.0
10084,64.5
10085,16.6
10086,52.5
10087,-8.0
10088,54.1
10089,76.4
10090,81.8
10091,49.0
10092,27.0
10093,29.8
10094,57.0
10095,40.2
10096,76.0
10097,45.2
10098,51.6
10099,34.6
10100,43.5
10101,83.2
10102,42.1
10103,68.3
10104,80.4
10105,51.5
10106,26.3
10107,66.7
10108,24.9
10109,84.6
10110,50.3
10111,25.0
10112,35.6
10113,32.1
10114,40.6
10115,73.3
10116,59.8
10117,26.2
10118,26.5
10119,11.1
10120,51.1
10121,70.0
10122,22.0
10123,50.4
10124,77.0
10125,26.6
10126,28.2
10127,83.4
10128,38.7
10129,28.8
10130,47.6
10131,14.5
10132,32.4
10133,26.4
10134,23.7
10135,43.3
10136,56.0
10137,45.9
10138,31.1
10139,36.2
10140,24.9
10141,68.9
10142,29.3
10143,59.2
10144,67.1
10145,13.2
10146,17.4
10147,46.3
10148,74.9
10149,37.5
10150,83.1
10151,13.5
10152,72.8
10153,30.7
10154,73.1
10155,44.0
10156,69.0
10157,83.9
10158,82.9
10159,61.0
10160,27.3
10161,87.1
10162,39.2
10163,29.8
10164,45.0
10165,16.1
10166,45.5
10167,84.2
10168,34.4
10169,19.5
10170,28.5
10171,62.0
10172,9.4
10173,67.4
10174,30.8
10175,22.2
10176,52.0
10177,22.8
10178,72.9
10179,51.1
10180,48.7
10181,68.8
10182,52.8
10183,32.2
10184,85.4
10185,61.2
10186,25.8
10187,65.3
10188,33.5
10189,52.3
10190,26.6
10191,61.7
10192,47.8
10193,17.1
10194,31.9
10195,-1.2
10196,56.1
10197,63.8
10198,8.9
10199,44.8
10200,47.6
10201,46.0
10202,67.1
10203,37.6
10204,47.6
10205,54.0
10206,70.7
10207,71.8
10208,28.5
10209,51.2
10210,30.7
10211,43.0
10212,24.5
10213,41.9
10214,23.6
10215,43.8
10216,56.8
10217,19.6
10218,19.8
10219,81.7
10220,44.4
10221,8.2
10222,68.1
10223,61.5
10224,18.2
10225,51.5
10226,76.7
10227,63.8
10228,42.9
10229,14.5
10230,69.9
10231,76.5
10232,83.4
10233,43.2
10234,78.1
10235,47.1
10236,0.8
10237,82.9
10238,71.9
10239,25.3
10240,25.0
10241,50.0
10242,82.5
10243,33.2
10244,60.1
10245,29.1
10246,49.7
10247,42.2
10248,49.7
10249,80.0
10250,61.8
10251,46.0
10252,30.5
10253,51.5
10254,55.7
10255,49.5
10256,19.3
10257,47.1
10258,69.8
10259,83.3
10260,72.5
10261,77.6
10262,64.3
10263,30.5
10264,39.9
10265,39.3
10266,11.9
10267,29.8
10268,29.2
10269,45.5
10270,45.7
10271,44.6
10272,71.1
10273,23.7
10274,21.1
10275,14.0
10276,46.6
10277,47.7
10278,71.8
10279,32.9
10280,63.8
10281,63.0
10282,68.2
10283,26.5
10284,32.2
10285,27.5
10286,37.9
10287,50.8
10288,74.5
10289,71.7
10290,39.7
10291,67.7
10292,29.9
10293,13.6
10294,51.4
10295,56.3
10296,46.7
10297,30.9
10298,48.2
10299,33.4
10300,20.3
10301,57.0
10302,78.4
10303,39.8
10304,50.1
10305,67.4
10306,75.6
10307,13.4
10308,90.4
10309,83.4
10310,34.2
10311,83.2
10312,44.5
10313,50.0
10314,8.9
10315,61.7
10316,79.6
10317,71.9
10318,28.6
10319,63.7
10320,81.8
10321,60.8
10322,3.8
10323,21.9
10324,39.8
10325,63.2
10326,55.8
10327,43.0
10328,49.3
10329,72.5
10330,42.0
10331,83.7
10332,45.4
10333,24.1
10334,36.7
10335,64.3
10336,58.2
10337,27.7
10338,41.5
10339,32.4
10340,62.7
10341,68.3
10342,73.1
10343,23.9
10344,53.3
10345,81.2
10346,43.8
10347,28.5
10348,49.4
10349,21.9
10350,24.4
10351,75.0
10352,69.0
10353,65.0
10354,62.6
10355,29.7
10356,28.1
10357,32.9
10358,66.2
10359,50.5
10360,21.4
10361,49.7
10362,32.7
10363,73.8
10364,39.6
10365,52.7
10366,35.6
10367,30.5
10368,31.5
10369,47.3
10370,72.6
10371,41.2
10372,10.3
10373,42.9
10374,59.1
10375,71.3
10376,26.3
10377,52.4
10378,58.6
10379,25.2
10380,48.7
10381,39.3
10382,38.9
10383,64.9
10384,16.8
10385,34.9
10386,77.6
10387,-1.4
10388,28.3
