pass,total cost
0,1006.41
1,758.843
2,579.393
3,447.634
4,350.116
5,277.501
6,223.155
7,182.304
8,151.466
9,128.088
10,110.287
11,96.6665
12,86.1872
13,78.0755
14,71.7532
15,66.7874
16,62.8533
17,59.707
18,57.1648
19,55.088
20,53.3717
21,51.9364
22,50.7216
23,49.6811
24,48.7795
25,47.9895
26,47.29
27,46.6648
28,46.1009
29,45.5882
30,45.1189
31,44.6864
32,44.2856
33,43.9124
34,43.5632
35,43.2354
36,42.9264
37,42.6344
38,42.3577
39,42.0947
40,41.8443
41,41.6054
42,41.377
43,41.1584
44,40.9487
45,40.7474
46,40.5538
47,40.3674
48,40.1877
49,40.0144
50,39.847
51,39.6852
52,39.5286
53,39.3769
54,39.23
55,39.0874
56,38.9491
57,38.8147
58,38.6842
59,38.5572
60,38.4336
61,38.3133
62,38.1962
63,38.082
64,37.9707
65,37.8621
66,37.7561
67,37.6526
68,37.5515
69,37.4528
70,37.3562
71,37.2618
72,37.1695
73,37.0792
74,36.9907
75,36.9041
76,36.8193
77,36.7363
78,36.6548
79,36.575
80,36.4968
81,36.4201
82,36.3448
83,36.2709
84,36.1984
85,36.1273
86,36.0574
87,35.9888
88,35.9214
89,35.8551
90,35.7901
91,35.7261
92,35.6632
93,35.6014
94,35.5406
95,35.4809
96,35.422
97,35.3642
98,35.3072
99,35.2512
100,35.196
101,35.1417
102,35.0883
103,35.0356
104,34.9838
105,34.9327
106,34.8823
107,34.8328
108,34.7839
109,34.7357
110,34.6883
111,34.6415
112,34.5953
113,34.5499
114,34.505
115,34.4608
116,34.4171
117,34.3741
118,34.3316
119,34.2897
120,34.2483
121,34.2075
122,34.1673
123,34.1275
124,34.0882
125,34.0495
126,34.0112
127,33.9735
128,33.9361
129,33.8993
130,33.8629
131,33.8269
132,33.7914
133,33.7563
134,33.7216
135,33.6874
136,33.6535
137,33.62
138,33.5869
139,33.5542
140,33.5219
141,33.4899
142,33.4583
143,33.4271
144,33.3962
145,33.3656
146,33.3354
147,33.3055
148,33.2759
149,33.2467
150,33.2177
151,33.1891
152,33.1608
153,33.1327
154,33.105
155,33.0775
156,33.0504
157,33.0235
158,32.9968
159,32.9705
160,32.9444
161,32.9186
162,32.893
163,32.8677
164,32.8426
165,32.8178
166,32.7932
167,32.7689
168,32.7447
169,32.7209
170,32.6972
171,32.6738
172,32.6505
173,32.6275
174,32.6048
175,32.5822
176,32.5598
177,32.5376
178,32.5157
179,32.4939
180,32.4723
181,32.4509
182,32.4298
183,32.4087
184,32.3879
185,32.3673
186,32.3468
187,32.3265
188,32.3064
189,32.2865
190,32.2667
191,32.2471
192,32.2277
193,32.2084
194,32.1893
195,32.1703
196,32.1515
197,32.1328
198,32.1144
199,32.096
200,32.0778
201,32.0597
202,32.0418
203,32.0241
204,32.0064
205,31.9889
206,31.9716
207,31.9544
208,31.9373
209,31.9203
210,31.9035
211,31.8868
212,31.8703
213,31.8538
214,31.8375
215,31.8213
216,31.8052
217,31.7893
218,31.7734
219,31.7577
220,31.7421
221,31.7266
222,31.7112
223,31.696
224,31.6808
225,31.6658
226,31.6508
227,31.636
228,31.6213
229,31.6066
230,31.5921
231,31.5777
232,31.5634
233,31.5491
234,31.535
235,31.521
236,31.507
237,31.4932
238,31.4795
239,31.4658
240,31.4522
241,31.4388
242,31.4254
243,31.4121
244,31.3989
245,31.3858
246,31.3728
247,31.3598
248,31.347
249,31.3342
250,31.3215
251,31.3089
252,31.2963
253,31.2839
254,31.2715
255,31.2592
256,31.247
257,31.2349
258,31.2228
259,31.2108
260,31.1989
261,31.187
262,31.1753
263,31.1636
264,31.1519
265,31.1404
266,31.1289
267,31.1175
268,31.1062
269,31.0949
270,31.0837
271,31.0725
272,31.0614
273,31.0504
274,31.0395
275,31.0286
276,31.0178
277,31.007
278,30.9963
279,30.9857
280,30.9751
281,30.9646
282,30.9542
283,30.9438
284,30.9335
285,30.9232
286,30.913
287,30.9028
288,30.8927
289,30.8827
290,30.8727
291,30.8628
292,30.8529
293,30.8431
294,30.8333
295,30.8236
296,30.814
297,30.8044
298,30.7948
299,30.7853
300,30.7758
301,30.7664
302,30.7571
303,30.7478
304,30.7386
305,30.7294
306,30.7202
307,30.7111
308,30.702
309,30.693
310,30.6841
311,30.6752
312,30.6663
313,30.6575
314,30.6487
315,30.64
316,30.6313
317,30.6227
318,30.6141
319,30.6055
320,30.597
321,30.5885
322,30.5801
323,30.5717
324,30.5634
325,30.5551
326,30.5469
327,30.5386
328,30.5305
329,30.5223
330,30.5143
331,30.5062
332,30.4982
333,30.4902
334,30.4823
335,30.4744
336,30.4665
337,30.4587
338,30.4509
339,30.4432
340,30.4355
341,30.4278
342,30.4202
343,30.4126
344,30.405
345,30.3975
346,30.39
347,30.3826
348,30.3752
349,30.3678
350,30.3604
351,30.3531
352,30.3459
353,30.3386
354,30.3314
355,30.3242
356,30.3171
357,30.31
358,30.3029
359,30.2958
360,30.2888
361,30.2818
362,30.2749
363,30.268
364,30.2611
365,30.2542
366,30.2474
367,30.2406
368,30.2338
369,30.2271
370,30.2204
371,30.2137
372,30.2071
373,30.2005
374,30.1939
375,30.1873
376,30.1808
377,30.1743
378,30.1678
379,30.1614
380,30.155
381,30.1486
382,30.1422
383,30.1359
384,30.1296
385,30.1233
386,30.1171
387,30.1108
388,30.1046
389,30.0985
390,30.0923
391,30.0862
392,30.0801
393,30.074
394,30.068
395,30.062
396,30.056
397,30.05
398,30.0441
399,30.0382
400,30.0323
401,30.0264
402,30.0206
403,30.0147
404,30.0089
405,30.0032
406,29.9974
407,29.9917
408,29.986
409,29.9803
410,29.9747
411,29.969
412,29.9634
413,29.9578
414,29.9523
415,29.9467
416,29.9412
417,29.9357
418,29.9302
419,29.9248
420,29.9194
421,29.914
422,29.9086
423,29.9032
424,29.8979
425,29.8925
426,29.8872
427,29.8819
428,29.8767
429,29.8714
430,29.8662
431,29.861
432,29.8558
433,29.8507
434,29.8455
435,29.8404
436,29.8353
437,29.8302
438,29.8252
439,29.8201
440,29.8151
441,29.8101
442,29.8051
443,29.8001
444,29.7952
445,29.7903
446,29.7854
447,29.7805
448,29.7756
449,29.7707
450,29.7659
451,29.7611
452,29.7563
453,29.7515
454,29.7467
455,29.742
456,29.7372
457,29.7325
458,29.7278
459,29.7232
460,29.7185
461,29.7138
462,29.7092
463,29.7046
464,29.7
465,29.6954
466,29.6909
467,29.6863
468,29.6818
469,29.6773
470,29.6728
471,29.6683
472,29.6639
473,29.6594
474,29.655
475,29.6506
476,29.6462
477,29.6418
478,29.6374
479,29.6331
480,29.6287
481,29.6244
482,29.6201
483,29.6158
484,29.6115
485,29.6073
486,29.603
487,29.5988
488,29.5946
489,29.5904
490,29.5862
491,29.582
492,29.5778
493,29.5737
494,29.5696
495,29.5655
496,29.5613
497,29.5573
498,29.5532
499,29.5491
500,29.5451
501,29.541
502,29.537
503,29.533
504,29.529
505,29.525
506,29.5211
507,29.5171
508,29.5132
509,29.5093
510,29.5054
511,29.5015
512,29.4976
513,29.4937
514,29.4898
515,29.486
516,29.4821
517,29.4783
518,29.4745
519,29.4707
520,29.4669
521,29.4632
522,29.4594
523,29.4557
524,29.4519
525,29.4482
526,29.4445
527,29.4408
528,29.4371
529,29.4334
530,29.4298
531,29.4261
532,29.4225
533,29.4188
534,29.4152
535,29.4116
536,29.408
537,29.4044
538,29.4009
539,29.3973
540,29.3938
541,29.3902
542,29.3867
543,29.3832
544,29.3797
545,29.3762
546,29.3727
547,29.3692
548,29.3658
549,29.3623
550,29.3589
551,29.3555
552,29.352
553,29.3486
554,29.3452
555,29.3418
556,29.3385
557,29.3351
558,29.3318
559,29.3284
560,29.3251
561,29.3217
562,29.3184
563,29.3151
564,29.3118
565,29.3086
566,29.3053
567,29.302
568,29.2988
569,29.2955
570,29.2923
571,29.2891
572,29.2858
573,29.2826
574,29.2794
575,29.2763
576,29.2731
577,29.2699
578,29.2668
579,29.2636
580,29.2605
581,29.2573
582,29.2542
583,29.2511
584,29.248
585,29.2449
586,29.2418
587,29.2388
588,29.2357
589,29.2326
590,29.2296
591,29.2265
592,29.2235
593,29.2205
594,29.2175
595,29.2145
596,29.2115
597,29.2085
598,29.2055
599,29.2026
600,29.1996
601,29.1966
602,29.1937
603,29.1908
604,29.1878
605,29.1849
606,29.182
607,29.1791
608,29.1762
609,29.1733
610,29.1704
611,29.1676
612,29.1647
613,29.1619
614,29.159
615,29.1562
616,29.1533
617,29.1505
618,29.1477
619,29.1449
620,29.1421
621,29.1393
622,29.1365
623,29.1338
624,29.131
625,29.1282
626,29.1255
627,29.1227
628,29.12
629,29.1173
630,29.1145
631,29.1118
632,29.1091
633,29.1064
634,29.1037
635,29.101
636,29.0984
637,29.0957
638,29.093
639,29.0904
640,29.0877
641,29.0851
642,29.0825
643,29.0798
644,29.0772
645,29.0746
646,29.072
647,29.0694
648,29.0668
649,29.0642
650,29.0616
651,29.0591
652,29.0565
653,29.0539
654,29.0514
655,29.0488
656,29.0463
657,29.0438
658,29.0412
659,29.0387
660,29.0362
661,29.0337
662,29.0312
663,29.0287
664,29.0262
665,29.0237
666,29.0213
667,29.0188
668,29.0163
669,29.0139
670,29.0114
671,29.009
672,29.0066
673,29.0041
674,29.0017
675,28.9993
676,28.9969
677,28.9945
678,28.9921
679,28.9897
680,28.9873
681,28.9849
682,28.9825
683,28.9802
684,28.9778
685,28.9755
686,28.9731
687,28.9708
688,28.9684
689,28.9661
690,28.9638
691,28.9614
692,28.9591
693,28.9568
694,28.9545
695,28.9522
696,28.9499
697,28.9476
698,28.9454
699,28.9431
700,28.9408
701,28.9386
702,28.9363
703,28.934
704,28.9318
705,28.9296
706,28.9273
707,28.9251
708,28.9229
709,28.9206
710,28.9184
711,28.9162
712,28.914
713,28.9118
714,28.9096
715,28.9074
716,28.9052
717,28.9031
718,28.9009
719,28.8987
720,28.8966
721,28.8944
722,28.8923
723,28.8901
724,28.888
725,28.8858
726,28.8837
727,28.8816
728,28.8795
729,28.8773
730,28.8752
731,28.8731
732,28.871
733,28.8689
734,28.8668
735,28.8647
736,28.8627
737,28.8606
738,28.8585
739,28.8564
740,28.8544
741,28.8523
742,28.8503
743,28.8482
744,28.8462
745,28.8441
746,28.8421
747,28.8401
748,28.8381
749,28.836
750,28.834
751,28.832
752,28.83
753,28.828
754,28.826
755,28.824
756,28.822
757,28.82
758,28.8181
759,28.8161
760,28.8141
761,28.8122
762,28.8102
763,28.8082
764,28.8063
765,28.8043
766,28.8024
767,28.8005
768,28.7985
769,28.7966
770,28.7947
771,28.7927
772,28.7908
773,28.7889
774,28.787
775,28.7851
776,28.7832
777,28.7813
778,28.7794
779,28.7775
780,28.7756
781,28.7738
782,28.7719
783,28.77
784,28.7681
785,28.7663
786,28.7644
787,28.7626
788,28.7607
789,28.7589
790,28.757
791,28.7552
792,28.7533
793,28.7515
794,28.7497
795,28.7479
796,28.746
797,28.7442
798,28.7424
799,28.7406
800,28.7388
801,28.737
802,28.7352
803,28.7334
804,28.7316
805,28.7298
806,28.7281
807,28.7263
808,28.7245
809,28.7227
810,28.721
811,28.7192
812,28.7174
813,28.7157
814,28.7139
815,28.7122
816,28.7104
817,28.7087
818,28.707
819,28.7052
820,28.7035
821,28.7018
822,28.7001
823,28.6983
824,28.6966
825,28.6949
826,28.6932
827,28.6915
828,28.6898
829,28.6881
830,28.6864
831,28.6847
832,28.683
833,28.6813
834,28.6797
835,28.678
836,28.6763
837,28.6746
838,28.673
839,28.6713
840,28.6697
841,28.668
842,28.6663
843,28.6647
844,28.6631
845,28.6614
846,28.6598
847,28.6581
848,28.6565
849,28.6549
850,28.6532
851,28.6516
852,28.65
853,28.6484
854,28.6468
855,28.6452
856,28.6436
857,28.6419
858,28.6403
859,28.6387
860,28.6372
861,28.6356
862,28.634
863,28.6324
864,28.6308
865,28.6292
866,28.6277
867,28.6261
868,28.6245
869,28.6229
870,28.6214
871,28.6198
872,28.6183
873,28.6167
874,28.6152
875,28.6136
876,28.6121
877,28.6105
878,28.609
879,28.6074
880,28.6059
881,28.6044
882,28.6029
883,28.6013
884,28.5998
885,28.5983
886,28.5968
887,28.5953
888,28.5937
889,28.5922
890,28.5907
891,28.5892
892,28.5877
893,28.5862
894,28.5847
895,28.5833
896,28.5818
897,28.5803
898,28.5788
899,28.5773
900,28.5758
901,28.5744
902,28.5729
903,28.5714
904,28.57
905,28.5685
906,28.567
907,28.5656
908,28.5641
909,28.5627
910,28.5612
911,28.5598
912,28.5583
913,28.5569
914,28.5555
915,28.554
916,28.5526
917,28.5512
918,28.5497
919,28.5483
920,28.5469
921,28.5455
922,28.5441
923,28.5426
924,28.5412
925,28.5398
926,28.5384
927,28.537
928,28.5356
929,28.5342
930,28.5328
931,28.5314
932,28.53
933,28.5286
934,28.5272
935,28.5259
936,28.5245
937,28.5231
938,28.5217
939,28.5204
940,28.519
941,28.5176
942,28.5162
943,28.5149
944,28.5135
945,28.5122
946,28.5108
947,28.5094
948,28.5081
949,28.5067
950,28.5054
951,28.504
952,28.5027
953,28.5014
954,28.5
955,28.4987
956,28.4974
957,28.496
958,28.4947
959,28.4934
960,28.492
961,28.4907
962,28.4894
963,28.4881
964,28.4868
965,28.4855
966,28.4842
967,28.4828
968,28.4815
969,28.4802
970,28.4789
971,28.4776
972,28.4763
973,28.475
974,28.4737
975,28.4725
976,28.4712
977,28.4699
978,28.4686
979,28.4673
980,28.466
981,28.4648
982,28.4635
983,28.4622
984,28.4609
985,28.4597
986,28.4584
987,28.4571
988,28.4559
989,28.4546
990,28.4534
991,28.4521
992,28.4509
993,28.4496
994,28.4484
995,28.4471
996,28.4459
997,28.4446
998,28.4434
999,28.4421
1000,28.4409
1001,28.4397
1002,28.4384
1003,28.4372
1004,28.436
1005,28.4348
1006,28.4335
1007,28.4323
1008,28.4311
1009,28.4299
1010,28.4287
1011,28.4274
1012,28.4262
1013,28.425
1014,28.4238
1015,28.4226
1016,28.4214
1017,28.4202
1018,28.419
1019,28.4178
1020,28.4166
1021,28.4154
1022,28.4142
1023,28.413
1024,28.4118
1025,28.4106
1026,28.4095
1027,28.4083
1028,28.4071
1029,28.4059
1030,28.4047
1031,28.4036
1032,28.4024
1033,28.4012
1034,28.4
1035,28.3989
1036,28.3977
1037,28.3965
1038,28.3954
1039,28.3942
1040,28.3931
1041,28.3919
1042,28.3908
1043,28.3896
1044,28.3885
1045,28.3873
1046,28.3862
1047,28.385
1048,28.3839
1049,28.3827
1050,28.3816
1051,28.3804
1052,28.3793
1053,28.3782
1054,28.377
1055,28.3759
1056,28.3748
1057,28.3736
1058,28.3725
1059,28.3714
1060,28.3703
1061,28.3692
1062,28.368
1063,28.3669
1064,28.3658
1065,28.3647
1066,28.3636
1067,28.3625
1068,28.3614
1069,28.3603
1070,28.3591
1071,28.358
1072,28.3569
1073,28.3558
1074,28.3547
1075,28.3536
1076,28.3525
1077,28.3515
1078,28.3504
1079,28.3493
1080,28.3482
1081,28.3471
1082,28.346
1083,28.3449
1084,28.3438
1085,28.3428
1086,28.3417
1087,28.3406
1088,28.3395
1089,28.3385
1090,28.3374
1091,28.3363
1092,28.3352
1093,28.3342
1094,28.3331
1095,28.3321
1096,28.331
1097,28.3299
1098,28.3289
1099,28.3278
1100,28.3268
1101,28.3257
